-4.0 -0.182
17.0 1.120

0.0 0.097
2.0 0.238
4.0 0.421
8.0 0.654
18.0 1.121
10.0 0.792
12.0 0.924
14.0 1.035
15.0 1.076
16.0 1.103
19.0 1.121
20.0 1.099
-2.0 -0.056
21.0 1.059
6.0 0.479
